# new cases, moving ave @ 3
2.500000000000000000e+01,2.600000000000000000e+01
9.000000000000000000e+00,2.000000000000000000e+01
1.900000000000000000e+01,1.769999999999999929e+01
2.400000000000000000e+01,1.730000000000000071e+01
2.100000000000000000e+01,2.130000000000000071e+01
1.300000000000000000e+01,1.930000000000000071e+01
1.800000000000000000e+01,1.730000000000000071e+01
1.500000000000000000e+01,1.530000000000000071e+01
9.000000000000000000e+00,1.400000000000000000e+01
1.200000000000000000e+01,1.200000000000000000e+01
8.000000000000000000e+00,9.699999999999999289e+00
8.000000000000000000e+00,9.300000000000000711e+00
1.200000000000000000e+01,9.300000000000000711e+00
7.000000000000000000e+00,9.000000000000000000e+00
2.100000000000000000e+01,1.330000000000000071e+01
1.100000000000000000e+01,1.300000000000000000e+01
6.000000000000000000e+00,1.269999999999999929e+01
6.000000000000000000e+00,7.700000000000000178e+00
1.200000000000000000e+01,8.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+01
1.300000000000000000e+01,1.230000000000000071e+01
1.900000000000000000e+01,1.469999999999999929e+01
1.400000000000000000e+01,1.530000000000000071e+01
4.000000000000000000e+00,1.230000000000000071e+01
9.000000000000000000e+00,9.000000000000000000e+00
9.000000000000000000e+00,7.299999999999999822e+00
3.000000000000000000e+00,7.000000000000000000e+00
1.300000000000000000e+01,8.300000000000000711e+00
2.300000000000000000e+01,1.300000000000000000e+01
6.000000000000000000e+00,1.400000000000000000e+01
8.000000000000000000e+00,1.230000000000000071e+01
3.000000000000000000e+00,5.700000000000000178e+00
7.000000000000000000e+00,6.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,3.299999999999999822e+00
6.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+01,5.700000000000000178e+00
4.000000000000000000e+00,6.700000000000000178e+00
8.000000000000000000e+00,7.299999999999999822e+00
1.000000000000000000e+01,7.299999999999999822e+00
7.000000000000000000e+00,8.300000000000000711e+00
4.000000000000000000e+00,7.000000000000000000e+00
5.000000000000000000e+00,5.299999999999999822e+00
1.100000000000000000e+01,6.700000000000000178e+00
8.000000000000000000e+00,8.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+01
1.800000000000000000e+01,1.230000000000000071e+01
8.000000000000000000e+00,1.230000000000000071e+01
6.000000000000000000e+00,1.069999999999999929e+01
7.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+00
8.000000000000000000e+00,8.699999999999999289e+00
0.000000000000000000e+00,6.299999999999999822e+00
1.200000000000000000e+01,6.700000000000000178e+00
7.000000000000000000e+00,6.299999999999999822e+00
1.700000000000000000e+01,1.200000000000000000e+01
4.000000000000000000e+00,9.300000000000000711e+00
1.500000000000000000e+01,1.200000000000000000e+01
5.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,9.300000000000000711e+00
1.100000000000000000e+01,8.000000000000000000e+00
4.000000000000000000e+00,7.700000000000000178e+00
5.000000000000000000e+00,6.700000000000000178e+00
6.000000000000000000e+00,5.000000000000000000e+00
8.000000000000000000e+00,6.299999999999999822e+00
5.000000000000000000e+00,6.299999999999999822e+00
2.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,3.299999999999999822e+00
7.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,4.299999999999999822e+00
7.000000000000000000e+00,5.700000000000000178e+00
6.000000000000000000e+00,5.299999999999999822e+00
9.000000000000000000e+00,7.299999999999999822e+00
3.000000000000000000e+00,6.000000000000000000e+00
7.000000000000000000e+00,6.299999999999999822e+00
6.000000000000000000e+00,5.299999999999999822e+00
3.000000000000000000e+00,5.299999999999999822e+00
1.000000000000000000e+01,6.299999999999999822e+00
6.000000000000000000e+00,6.299999999999999822e+00
9.000000000000000000e+00,8.300000000000000711e+00
1.800000000000000000e+01,1.100000000000000000e+01
2.300000000000000000e+01,1.669999999999999929e+01
6.000000000000000000e+00,1.569999999999999929e+01
8.000000000000000000e+00,1.230000000000000071e+01
1.400000000000000000e+01,9.300000000000000711e+00
8.000000000000000000e+00,1.000000000000000000e+01
4.000000000000000000e+00,8.699999999999999289e+00
9.000000000000000000e+00,7.000000000000000000e+00
1.200000000000000000e+01,8.300000000000000711e+00
2.600000000000000000e+01,1.569999999999999929e+01
4.300000000000000000e+01,2.700000000000000000e+01
6.800000000000000000e+01,4.570000000000000284e+01
7.300000000000000000e+01,6.129999999999999716e+01
8.000000000000000000e+01,7.370000000000000284e+01
8.500000000000000000e+01,7.929999999999999716e+01
8.100000000000000000e+01,8.200000000000000000e+01
9.200000000000000000e+01,8.600000000000000000e+01
8.400000000000000000e+01,8.570000000000000284e+01
1.150000000000000000e+02,9.700000000000000000e+01
7.600000000000000000e+01,9.170000000000000284e+01
8.200000000000000000e+01,9.100000000000000000e+01
1.030000000000000000e+02,8.700000000000000000e+01
9.000000000000000000e+01,9.170000000000000284e+01
1.120000000000000000e+02,1.017000000000000028e+02
1.010000000000000000e+02,1.010000000000000000e+02
9.500000000000000000e+01,1.027000000000000028e+02
7.800000000000000000e+01,9.129999999999999716e+01
1.000000000000000000e+02,9.100000000000000000e+01
1.040000000000000000e+02,9.400000000000000000e+01
1.120000000000000000e+02,1.052999999999999972e+02
8.600000000000000000e+01,1.007000000000000028e+02
6.900000000000000000e+01,8.900000000000000000e+01
9.500000000000000000e+01,8.329999999999999716e+01
8.200000000000000000e+01,8.200000000000000000e+01
9.800000000000000000e+01,9.170000000000000284e+01
8.200000000000000000e+01,8.729999999999999716e+01
9.600000000000000000e+01,9.200000000000000000e+01
7.000000000000000000e+01,8.270000000000000284e+01
1.090000000000000000e+02,9.170000000000000284e+01
7.400000000000000000e+01,8.429999999999999716e+01
8.500000000000000000e+01,8.929999999999999716e+01
6.300000000000000000e+01,7.400000000000000000e+01
5.300000000000000000e+01,6.700000000000000000e+01
7.100000000000000000e+01,6.229999999999999716e+01
5.700000000000000000e+01,6.029999999999999716e+01
5.900000000000000000e+01,6.229999999999999716e+01
7.000000000000000000e+01,6.200000000000000000e+01
6.100000000000000000e+01,6.329999999999999716e+01
5.300000000000000000e+01,6.129999999999999716e+01
5.400000000000000000e+01,5.600000000000000000e+01
6.800000000000000000e+01,5.829999999999999716e+01
4.200000000000000000e+01,5.470000000000000284e+01
3.500000000000000000e+01,4.829999999999999716e+01
4.100000000000000000e+01,3.929999999999999716e+01
5.300000000000000000e+01,4.300000000000000000e+01
3.200000000000000000e+01,4.200000000000000000e+01
2.500000000000000000e+01,3.670000000000000284e+01
3.300000000000000000e+01,3.000000000000000000e+01
4.500000000000000000e+01,3.429999999999999716e+01
5.900000000000000000e+01,4.570000000000000284e+01
3.100000000000000000e+01,4.500000000000000000e+01
4.100000000000000000e+01,4.370000000000000284e+01
6.000000000000000000e+01,4.400000000000000000e+01
4.200000000000000000e+01,4.770000000000000284e+01
2.900000000000000000e+01,4.370000000000000284e+01
3.800000000000000000e+01,3.629999999999999716e+01
5.000000000000000000e+01,3.900000000000000000e+01
5.500000000000000000e+01,4.770000000000000284e+01
1.070000000000000000e+02,7.070000000000000284e+01
5.600000000000000000e+01,7.270000000000000284e+01
7.700000000000000000e+01,8.000000000000000000e+01
7.000000000000000000e+01,6.770000000000000284e+01
6.100000000000000000e+01,6.929999999999999716e+01
8.100000000000000000e+01,7.070000000000000284e+01
7.600000000000000000e+01,7.270000000000000284e+01
7.300000000000000000e+01,7.670000000000000284e+01
6.400000000000000000e+01,7.100000000000000000e+01
6.000000000000000000e+01,6.570000000000000284e+01
3.900000000000000000e+01,5.429999999999999716e+01
5.000000000000000000e+01,4.970000000000000284e+01
2.800000000000000000e+01,3.900000000000000000e+01
5.300000000000000000e+01,4.370000000000000284e+01
3.400000000000000000e+01,3.829999999999999716e+01
2.500000000000000000e+01,3.729999999999999716e+01
1.900000000000000000e+01,2.600000000000000000e+01
2.200000000000000000e+01,2.200000000000000000e+01
3.700000000000000000e+01,2.600000000000000000e+01
1.900000000000000000e+01,2.600000000000000000e+01
2.700000000000000000e+01,2.769999999999999929e+01
3.200000000000000000e+01,2.600000000000000000e+01
2.600000000000000000e+01,2.830000000000000071e+01
1.700000000000000000e+01,2.500000000000000000e+01
2.100000000000000000e+01,2.130000000000000071e+01
2.400000000000000000e+01,2.069999999999999929e+01
1.200000000000000000e+01,1.900000000000000000e+01
1.200000000000000000e+01,1.600000000000000000e+01
9.000000000000000000e+00,1.100000000000000000e+01
8.000000000000000000e+00,9.699999999999999289e+00
1.600000000000000000e+01,1.100000000000000000e+01
8.000000000000000000e+00,1.069999999999999929e+01
1.300000000000000000e+01,1.230000000000000071e+01
1.500000000000000000e+01,1.200000000000000000e+01
2.000000000000000000e+01,1.600000000000000000e+01
1.600000000000000000e+01,1.700000000000000000e+01
1.200000000000000000e+01,1.600000000000000000e+01
1.700000000000000000e+01,1.500000000000000000e+01
1.300000000000000000e+01,1.400000000000000000e+01
2.500000000000000000e+01,1.830000000000000071e+01
3.200000000000000000e+01,2.330000000000000071e+01
2.200000000000000000e+01,2.630000000000000071e+01
1.400000000000000000e+01,2.269999999999999929e+01
1.300000000000000000e+01,1.630000000000000071e+01
1.400000000000000000e+01,1.369999999999999929e+01
9.000000000000000000e+00,1.200000000000000000e+01
1.100000000000000000e+01,1.130000000000000071e+01
8.000000000000000000e+00,9.300000000000000711e+00
1.600000000000000000e+01,1.169999999999999929e+01
9.000000000000000000e+00,1.100000000000000000e+01
2.100000000000000000e+01,1.530000000000000071e+01
8.000000000000000000e+00,1.269999999999999929e+01
2.200000000000000000e+01,1.700000000000000000e+01
6.000000000000000000e+01,3.000000000000000000e+01
4.700000000000000000e+01,4.300000000000000000e+01
2.400000000000000000e+01,4.370000000000000284e+01
3.000000000000000000e+01,3.370000000000000284e+01
1.800000000000000000e+01,2.400000000000000000e+01
1.100000000000000000e+01,1.969999999999999929e+01
1.000000000000000000e+01,1.300000000000000000e+01
1.300000000000000000e+01,1.130000000000000071e+01
8.000000000000000000e+00,1.030000000000000071e+01
8.000000000000000000e+00,9.699999999999999289e+00
1.800000000000000000e+01,1.130000000000000071e+01
1.200000000000000000e+01,1.269999999999999929e+01
1.000000000000000000e+01,1.330000000000000071e+01
9.000000000000000000e+00,1.030000000000000071e+01
1.100000000000000000e+01,1.000000000000000000e+01
6.000000000000000000e+00,8.699999999999999289e+00
1.000000000000000000e+00,6.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+00
7.000000000000000000e+00,5.299999999999999822e+00
6.000000000000000000e+00,7.000000000000000000e+00
1.300000000000000000e+01,8.699999999999999289e+00
1.900000000000000000e+01,1.269999999999999929e+01
2.000000000000000000e+00,1.130000000000000071e+01
7.000000000000000000e+00,9.300000000000000711e+00
1.600000000000000000e+01,8.300000000000000711e+00
7.000000000000000000e+00,1.000000000000000000e+01
8.000000000000000000e+00,1.030000000000000071e+01
1.000000000000000000e+01,8.300000000000000711e+00
1.400000000000000000e+01,1.069999999999999929e+01
5.000000000000000000e+00,9.699999999999999289e+00
1.300000000000000000e+01,1.069999999999999929e+01
1.300000000000000000e+01,1.030000000000000071e+01
1.300000000000000000e+01,1.300000000000000000e+01
5.000000000000000000e+00,1.030000000000000071e+01
6.000000000000000000e+00,8.000000000000000000e+00
1.700000000000000000e+01,9.300000000000000711e+00
1.800000000000000000e+01,1.369999999999999929e+01
3.000000000000000000e+01,2.169999999999999929e+01
1.200000000000000000e+01,2.000000000000000000e+01
8.000000000000000000e+00,1.669999999999999929e+01
1.000000000000000000e+00,7.000000000000000000e+00
1.400000000000000000e+01,7.700000000000000178e+00
9.000000000000000000e+00,8.000000000000000000e+00
3.000000000000000000e+00,8.699999999999999289e+00
6.000000000000000000e+00,6.000000000000000000e+00
4.000000000000000000e+00,4.299999999999999822e+00
8.000000000000000000e+00,6.000000000000000000e+00
7.000000000000000000e+00,6.299999999999999822e+00
1.500000000000000000e+01,1.000000000000000000e+01
4.000000000000000000e+00,8.699999999999999289e+00
8.000000000000000000e+00,9.000000000000000000e+00
2.000000000000000000e+00,4.700000000000000178e+00
2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+00,2.700000000000000178e+00
6.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,3.700000000000000178e+00
5.000000000000000000e+00,3.299999999999999822e+00
1.000000000000000000e+00,3.000000000000000000e+00
4.000000000000000000e+00,3.299999999999999822e+00
1.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,2.299999999999999822e+00
3.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,2.299999999999999822e+00
3.000000000000000000e+00,2.299999999999999822e+00
1.000000000000000000e+00,2.299999999999999822e+00
1.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,1.300000000000000044e+00
2.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.999999999999999889e-01
1.000000000000000000e+00,2.999999999999999889e-01
0.000000000000000000e+00,2.999999999999999889e-01
4.000000000000000000e+00,1.699999999999999956e+00
7.000000000000000000e+00,3.700000000000000178e+00
0.000000000000000000e+00,3.700000000000000178e+00
1.000000000000000000e+00,2.700000000000000178e+00
1.000000000000000000e+00,6.999999999999999556e-01
1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,3.000000000000000000e+00
7.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,5.700000000000000178e+00
4.000000000000000000e+00,4.700000000000000178e+00
2.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,1.699999999999999956e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000044e+00
2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,1.699999999999999956e+00
3.000000000000000000e+00,1.699999999999999956e+00
7.000000000000000000e+00,3.700000000000000178e+00
2.000000000000000000e+00,4.000000000000000000e+00
7.000000000000000000e+00,5.299999999999999822e+00
4.000000000000000000e+00,4.299999999999999822e+00
2.000000000000000000e+00,4.299999999999999822e+00
6.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,3.700000000000000178e+00
1.000000000000000000e+00,3.299999999999999822e+00
2.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000000e+00,2.299999999999999822e+00
1.100000000000000000e+01,5.700000000000000178e+00
1.000000000000000000e+00,5.299999999999999822e+00
3.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.999999999999999556e-01
1.000000000000000000e+00,6.999999999999999556e-01
3.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,2.999999999999999889e-01
2.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.999999999999999556e-01
7.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,4.299999999999999822e+00
2.000000000000000000e+00,2.700000000000000178e+00
2.000000000000000000e+00,1.699999999999999956e+00
3.000000000000000000e+00,2.299999999999999822e+00
0.000000000000000000e+00,1.699999999999999956e+00
1.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,6.999999999999999556e-01
2.000000000000000000e+00,1.300000000000000044e+00
2.000000000000000000e+00,1.699999999999999956e+00
0.000000000000000000e+00,1.300000000000000044e+00
3.000000000000000000e+00,1.699999999999999956e+00
3.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000000e+00,3.299999999999999822e+00
2.000000000000000000e+00,3.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000000e+00,3.299999999999999822e+00
7.000000000000000000e+00,5.000000000000000000e+00
2.000000000000000000e+00,3.700000000000000178e+00
2.000000000000000000e+00,3.700000000000000178e+00
4.000000000000000000e+00,2.700000000000000178e+00
1.000000000000000000e+00,2.299999999999999822e+00
5.000000000000000000e+00,3.299999999999999822e+00
5.000000000000000000e+00,3.700000000000000178e+00
2.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,2.700000000000000178e+00
3.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,2.299999999999999822e+00
3.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e+00,3.700000000000000178e+00
2.000000000000000000e+00,3.299999999999999822e+00
3.000000000000000000e+00,3.299999999999999822e+00
5.000000000000000000e+00,3.299999999999999822e+00
5.000000000000000000e+00,4.299999999999999822e+00
7.000000000000000000e+00,5.700000000000000178e+00
5.000000000000000000e+00,5.700000000000000178e+00
